Indeks;Första år;Sista år;Finsk släkt;Förnamn;Efternamn;Släktbelägg;Ort;Nuv. Socken;Län;Arkivkälla;Källspecifikation;2:a källa;Uppg.-lämn;Kommentarer;;
1523;1697;;Kauttoinen;Mats;;Katan;Solberg;Ekshärad;S;VA:Älvdal HR;domb h697;;JEB;;;
1524;1697;;Kauttoinen;Mats;;Kattan;Solberg;Ekshärad;S;VA:Älvdal HR;domb h697;;JEB;;;
1525;1698;;Kauttoinen;Mats;;Kahata;Solberg;Ekshärad;S;SRA:LR:Ekshärad;lagml 698;;JEB;;;
1526;1700;;Kauttoinen;Mats;;Skeppan;Solberg;Ekshärad;S;SRA:LR:Ekshärad;til 700;;JEB;;;
1527;1707;;Kauttoinen;Mats;;Kehutan;Solberg;Ekshärad;S;SRA:LR:Ekshärad;mtl 707;;JM/NP;;;
1528;1709;;Kauttoinen;Mats;;Kahutan;Solberg;Ekshärad;S;SRA:LR:Ekshärad;mtl 709;;JM/NP;;;
1529;1710;;Kauttoinen;Mats;;Kahuttan;Solberg;Ekshärad;S;SRA:LR:Ekshärad;mtl 710;;JM/NP;;;
1530;1711;;Kauttoinen;Mats;;Cautan;Solberg;Ekshärad;S;VA:Älvdal HR;domb v711;;JEB;;;
1531;1718;;Kauttoinen;Mats;;Kahatan;Solberg;Ekshärad;S;SRA:LR:Ekshärad;sak718;;JEB;;;
1532;1821;;Kauttoinen;Per;Olsson;Kauttoinen;Humsjön;Gräsmark;S;SKS;Gottlundiana;Gtl2:146;;;;
1533;1821;;Kauttoinen;Maria;Olsdotter;Kauttoinen;Gräsmark;Gräsmark;S;SKS;Gottlundiana;Gtl2:205;;;;
1534;1821;;Kauttoinen;Kajsa;Matsdotter;Kauttoinen;Soranstorp;Gräsmark;S;SKS;Gottlundiana;Gtl2:169;;;;
1535;1821;;Kauttoinen;Johan;Jakobsson;Kauttoinen;Runnsjön;Östmark;S;SKS;Gottlundiana;Gtl2:203;;;;
1536;1821;;Kauttoinen;Jakob;Jonsson;Kauttoinen;S Runnsjötorp;Östmark;S;SKS;Gottlundiana;Gtl2:201;;;;
1537;1821;;Kauttoinen;Henrik;Larsson;Kauttoinen;Ragvaldstjärn;Gräsmark;S;SKS;Gottlundiana;Gtl2:149;;;;
1538;1821;;Kauttoinen;Gundla;;Kauttoinen;Humsjön;Gräsmark;S;SKS;Gottlundiana;Gtl2:146;;;;
1539;1821;;Kauttoinen;Anders;;Kauttoinen;Humsjön;Gräsmark;S;SKS;Gottlundiana;Gtl2:146;;;;
1540;1821;;Kauttoinen;;;Kauttoinen;Borrsjön;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:185;;;;
1541;1821;;Kauttoinen;;;Kauttoinen;Fäbacken;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:81;;;;
1542;1821;;Kauttoinen;;;Kauttoinen;Gräshöjden;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:190;;;;
1543;1821;;Kauttoinen;;;Kauttoinen;Hollandstorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:99;;;;
1544;1821;;Kauttoinen;;;Kauttoinen;Humsjön;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:189;;;;
1545;1821;;Kauttoinen;;;Kautoinen;Kalvhöjden;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:182;;;;
1546;1821;;Kauttoinen;;;Kauttoinen;Långtjärnstorp;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:187;;;;
1547;1821;;Kauttoinen;;;Kauttoinen;Ragvaldstjärn;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:182ff;;;;
1548;1821;;Kauttoinen;;;Kauttoinen;Runnsjön;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:77;;;;
1549;1821;;Kauttoinen;;;Kauttoinen;Runnsjöviken;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:79;;;;
1550;1821;;Kauttoinen;;;Kautoinen;Soranstorp;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:173;;;;
1551;1821;;Kauttoinen;;;Kauttoinen;Stensgårds utskog;Lekvattnet;S;FRA:SHS;Gottlund VII:9:8;Gtl4:82;;;;
1552;1821;;Kauttoinen;;;Kautoinen;S Ängen;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:190;;;;
1553;1821;;Kauttoinen;;;Kauttoinen;Tiskaretjärn;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:184;;;;
1554;1821;;Kauttoinen;;;Kauttoinen;V Kymmen;Gräsmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:186;;;;
1555;1821;;Kauttoinen;;;Kauttoinen;Ö Runnsjötorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:79;;;;
1556;16/1700-t;;Kauttoinen;Olof;Larsson;Kauttoinen;Ragvaldstjärn;Gräsmark;S;SKS;Gottlundiana;Gtl2:149;;;;
1557;1600-t;;Kauttoinen;Simon;;Kaute;Ragvaldstjärn;Gräsmark;S;;;Linderholm;;;;
1558;1600-t;;Kauttoinen;Lars;;Kauttoinen;Ragvaldstjärn;Gräsmark;S;FRA:SHS;Gottlund VII:9:9;Gtl3:49ff;;;;
1559;1600-t;;Kauttoinen;Lars;;Kauttoinen;Ragvaldstjärn;Gräsmark;S;SKS;Gottlundiana;Gtl2:149;;;;
1560;1600-t;;Kauttoinen;Lars;Larsson;Kauttoinen;Ragvaldstjärn;Gräsmark;S;SKS;Gottlundiana;Gtl2:149;;;;
1561;1700-t;;Kauttoinen;Lars;Olsson;Kauttoinen;Ragvaldstjärn;Gräsmark;S;SKS;Gottlundiana;Gtl2:149;;;;
1562;1821;;Kauttonen;Maria;Olsdotter;Kauttonen;Gräsmark;Gräsmark;S;SKS;Gottlundiana;Gtl2:205;;;;
1563;1609;;Kavalainen;Grels;Matsson;Kavala;Bogen;Bogen;S;;;Ax1:97;;;;
1564;1684;;Kavalainen;Johan;;Kafwen;Bogen;Bogen;S;VA:Fryksdal HR;domb v684; ;JM;;;
1565;1733;;Kavalainen;Mattis;;Caveland;Hof;Hof;No;SAH:Hof KB;fb,db 733;;JM;;;
1566;1742;;Kavalainen;Grels;Matsson;Kaflen;Humsjön;Gräsmark;S;VA:Fryksdal HR;domb h742;A;;;;
1567;1821;;Kavalainen;Maja;Johansdotter;Kavalainen;Bogen;Bogen;S;SKS;Gottlundiana;Gtl2:131;;;;
1568;1821;;Kavalainen;;;Kavalainen;Bogen;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:192;;;;
1569;1821;;Kavalainen;;;Kavalainen;Lindberget;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:194;;;;
1570;1821;;Kavalainen;;;Kavalainen;Myrman;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:194;;;;
1571;1821;;Kavalainen;;;Kavalainen;Nytorp;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:194;;;;
1572;1821;;Kavalainen;;;Kavalainen;Närkelandstorp;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:193;;;;
1573;1821;;Kavalainen;;;Kavalainen;Skålsjön;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:194;;;;
1574;1821;;Kavalainen;;;Kavalainen;Trindtjärnsbråten;Bogen;S;FRA:SHS;Gottlund VII:9:8;Gtl4:195;;;;
1575;1600-t;;Kavalainen;Grels;;Caval;Bogen;Bogen;S;FRA:SHS;Gottlund VII:9:9;Gtl3:51;; ;;
1576;1600-t;;Kavalainen;Reito;;Kavalainen;Bogen;Bogen;S;SKS;Gottlundiana;Gtl2:131;;;;
1577;1600-t;;Kavalainen;Henrik;;Kavalainen;Bogen;Bogen;S;SKS;Gottlundiana;Gtl2:131;;;;
1578;1700-t;;Kavalainen;Johan;Henriksson;Kavalainen;Bogen;Bogen;S;SKS;Gottlundiana;Gtl2:131;;;;
1579;1701;1720;Kavia;Lars;Staffansson;Kavia;Kroktorp;Järna;W;SKS;Gottlundiana;Gtl1:348;;;;
1580;1817;;Kavia;Valborg;;Kavia;Kroktorp;Järna;W;SKS;Gottlundiana;Gtl1:347;;;;
1581;1637;1646;Keisari;Sigfrid;;Keijsar;Svanvik;Hällefors;T;SRA:LR:Hällefors;til 637,642,643;;JEB;;;
1582;1641;;Keisari;Sigfrid;;Keijser;Svanvik;Hällefors;T;SRA:LR:Hällefors;mtl 641;;LOH; ;;
1583;1641;1645;Keisari;Anders;;Keijsar;Grönhult;Hjulsjö;T;SRA:LR:Hjulsjö;mtl 641;;LOH;;;
1584;1642;;Keisari;Anders;;Keijsar;Grönhult;Hjulsjö;T;SRA:LR:Hjulsjö;til 642,643,645;;JEB;;;
1585;1646;;Keisari;Sigfrid;;Keijsar;Svanvik;Hällefors;T;SRA:LR:Hällefors;til 646;FFoN 90:1;;;;
1586;1715;;Keltainen/Kelta;Olof;;Kelt;Bogen;Bogen;S;ULA:ÖLA;kontrib 715;;JEB;;;
1587;1757;;Keltainen/Kelta;Karin;;Kelt;Stensgårdsskogen;Lekvattnet;S;VA:Fryksände KB;hfl 757-65;;JM,NP;;;
1588;1821;;Keltainen/Kelta;Anders;Andersson;Kelta;Halvarstorp;Östmark;S;SKS;Gottlundiana;Gtl2:264;;;;
1589;1821;;Keltainen/Kelta;;;Kelti;Halvarstorp;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:87;;;;
1590;16/1700-t;;Keltainen/Kelta;Olof;;Kelta;Arnsjön;Östmark;S;SKS;Gottlundiana;Gtl2:264;;;;
1591;16/1700-t;;Keltainen/Kelta;Anders;;Kelta;Lekvattnet;Lekvattnet;S;SKS;Gottlundiana;Gtl2:160;;;;
1592;1618;1647;Kemppainen;Pål;;Kiempe;;Noraskog;T;SRA:LH:Noraskog;Äl2;;LOH;;;
1593;1627;;Kemppainen;Pål;;Kämpe;Ormtjärn;Hjulsjö;T;ULA:Noraskog HR ;domb h633,h645;;LOH; ;;
1594;1630;;Kemppainen;Pål;;Kempe;Ormtjärn;Hjulsjö;T;SRA:LH:Noraskog;jb 630;;LOH;;;
1595;1632; ;Kemppainen;Pål;;Kempe; ; ;T;SRA:LH:Nora Bergslag;bl 632;B;JEB;;;
1596;1633; ;Kemppainen;Mickel;;Kempe;Kloten;Ramsberg;T;SRA:LH:Ramsberg;bl 633;;LOH;;;
1597;1633;;Kemppainen;Mickel;;Kempa;Kloten;Ramsberg;T;SRA:LH:Ramsberg;mtl 633;;JEB;;;
1598;1643;;Kemppainen;Pål;;Kämpenen; ;Nora;T;ULA:Ljusnarsberg KB;fb 643;;JEB;;;
1599;1643;;Kemppainen;Pål;;Kempe;Hjulsjö;Hjulsjö;T;SRA:LR:Nora Bergslag;mtl 643;;JEB;;;
1600;1645; ;Kemppainen;Pål;;Kempe;Grängeshyttan;Hjulsjö;T;SRA:LR:Nora Bergslag;mtl 645;;JEB;;;
1601;1645;1646;Kemppainen;Mats;Matsson;Kämpe;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;fb 645;;LOH; ;;
1602;1647; ;Kemppainen;Pål;;Kempe; ;Nora;T;SRA:LH:Nora Bergslag;til 647;;JEB;;;
1603;1653;;Kemppainen;Mats;;Kämpe;Gänsen;Grangärde;W;SRA:LR:Grangärde;mtl 653;;LOH;;;
1604;1658;1672;Kemppainen;Anders;;Kämpe;Arnsjön;Östmark;S;SRA:LR:Fryksände;til 658;;JEB;;;
1605;1664;;Kemppainen;Anders;;Kämpe;S Röjdåsen;Östmark;S;SRA:LR:Fryksände;til 664;;JEB;;;
1606;1666;;Kemppainen;Anders;;Kämpen;Gransjön;Östmark;S;SRA:LR:Fryksände;til 666;;JEB;;;
1607;1668;;Kemppainen;Anders;;Kämpen;Arnsjön;Östmark;S;SRA:LR:Fryksände;til 668;;JEB;;;
1608;1669;;Kemppainen;Anders;;Kämpen;N Röjdåsen;Östmark;S;SRA:LR:Fryksände;til 669;;JEB;;;
1609;1669;1713;Kemppainen;Johan;;Kämpe;Kringsberg;S Finnskoga;S;SRA:LR:Dalby;til 669;;JEB;;;
1610;1669;;Kemppainen;Johan;;Kiämpe;Kringsberg;S Finnskoga;S;VA:Älvdal HR;domb h669;;JEB;;;
1611;1672;;Kemppainen;Anders;;Kiämpe;Röjdoset;Östmark;S;SRA:LR:Fryksände;mtl 672;;JM/NP,GB;;;
1612;1674;;Kemppainen;Henrik;;Kämpan;Timbonäs;Gräsmark;S;ULA:ÖLA;inh.rans 674;;GB;;;
1613;1681;;Kemppainen;Johan;Bertilsson;Kämpe;Kringsberg;S Finnskoga;S;VA:Älvdal HR;domb v681;;JEB;;;
1614;1683;;Kemppainen;Johan;Bertilsson;Kempe;;;S;VA:Älvdal HR;domb h683;;JEB;;;
1615;1683;1685;Kemppainen;Johan;Mickelsson;Kemp;Bredsjön;Malung;W;ULA:Malung TL;domb 683;;"JEB;LOH";;;
1616;1683;;Kemppainen;Johan;;Kiämpe;Bredsjön;Malung;W;SRA:LR:Malung;mtl 683;;JEB;;;
1617;1685;;Kemppainen;Johan;;Kiämp;Bredsjön;Malung;W;SRA:LR:Malung;mtl 685;;JEB;;;
1618;1686;;Kemppainen;Johan;Bertilsson;Kiempe;;;S;VA:Älvdal HR;domb v686;;JEB;;;
1619;1687;;Kemppainen;Johan;;Kiempe;Sandsjön;Färnebo;S;VA:Färnebo HR;domb 687;;JEB; ;;
1620;1688; ;Kemppainen;Johan;;Kämpe;Sundsjön;Gustav Adolf;S;SRA:LR:Färnebo;lagml 688;;JEB;;;
1621;1689;;Kemppainen;Mats;;Kiämpan;Sundsjön;Gustav Adolf;S;VA:Älvdal HR;domb h689;;JEB;;;
1622;1691;;Kemppainen;Johan;;Kiempan;;;S;VA:Bergstingsr.;hammarting 691;;MF;;;
1623;1691;;Kemppainen;Johan;Bertilsson;Kiämpan;;;S;VA:Älvdal HR;bou 691;;MF,JM; ;;
1624;1691;;Kemppainen;Anders;;Kiempen;Sundsjön;Gustav Adolf;S;SRA:LR:N Råda;lagml 691;;JEB;;;
1625;1691;;Kemppainen;Anders;;Kiempan;Sundsjön;Gustav Adolf;S;SRA:LR:N Råda;mtl 691;B;JEB;;;
1626;1691;;Kemppainen;Lars;Persson;Kiämpe;Huskölen;Ytterhogdal;Z;HLA:Hogdals TL;domb 691;;MW;;;
1627;1692;;Kemppainen;Johan;;Kiämpane;Basthöjden;Nordmark;S;VA:Färnebo HR;domb 692;;MF;;;
1628;1692;1703;Kemppainen;Johan;Johansson;Kämpan;Bjurbäcken;Mangskog;S;VA:Fryksdal HR;domb v692; ;JM;;;
1629;1693;1709;Kemppainen;Mats;;Kempen; ;Gustav Adolf;S;SRA:LR:N Råda;sak 693;;JEB;;;
1630;1693;;Kemppainen;Mats;;Kempan; ;Gustav Adolf;S;VA:Älvdal HR;domb h693;;JEB;;;
1631;1693;;Kemppainen;Johan;;Kiämpane;Basthöjden;Färnebo;S;VA:Färnebo HR;domb 693;;LOH,MF;;;
1632;1693;;Kemppainen;Johan;;Kiämpan;Långhöjden;Färnebo;S;SRA:LR:Färnebo;til 693;;JEB;;;
1633;1693;;Kemppainen;Lars;Pålsson;Kempe;;Nya Sverige;US;;;Craig:129;;;;
1634;1694;;Kemppainen;Johan;;Kiämpan;Pullingtorp;Rämmen;S;SRA:LR:Färnebo;mtl 694;;MF;;;
1635;1695;;Kemppainen;Jan;;Kiempe;Fiskhushöjden;Färnebo;S;SRA:LR:Färnebo;til 695;;JEB;;;
1636;1695;;Kemppainen;Jan;;Kiämpan;Pullingtorp;Rämmen;S;SRA:LR:Färnebo;lagml 695,697;;JEB;;;
1637;1696;;Kemppainen;Jan;;Kiempe;N Pullingtorp;Rämmen;S;SRA:LR:Färnebo;lagml 696;;JEB;;;
1638;1696;;Kemppainen;Johan;;Kämpan;Pullingtorp;Rämmen;S;SRA:LR:Färnebo;lagml 696,698;;JEB;;;
1639;1696;;Kemppainen;Johan;;Kiempan;Bjurbäcken;Mangskog;S;SRA:LR:Brunskog;til 696,lagml 696,mtl 701;;JEB;;;
1640;1697;;Kemppainen;Johan;;Kämpan;Bjurbäcken;Mangskog;S;SRA:LR:Brunskog;til 697;;JEB;;;
1641;1698;1716;Kemppainen;Erik;;Kiämpan; ;;S;VA:Jösse HR;domb h698;;JM; ;;
1642;1698;1716;Kemppainen;Johan;;Kiämpan;Ulvsjötorp;Gräsmark;S;SRA:LR:Sunne;sak 698;;JEB;;;
1643;1698;;Kemppainen;Johan;;Kiämpan;;Gräsmark;S;VA:Gräsmark KB;db 698; ;JM;;;
1644;1698;;Kemppainen;Johan;;Kiämpan; ;;S;VA:Jösse HR;domb h698;;JM;;;
1645;1699;;Kemppainen;Anders ;Andersson;Kiämpe;;Rämmen;S;VA:Färnebo HR;domb 699;;MF; ;;
1646;1699;;Kemppainen;Johan;;Kämpan;Ulvsjötorp;Gräsmark;S;VA:Jösse HR;domb v699;;JM;;;
1647;1699;;Kemppainen;Mats;Nilsson;Kämpen;Stenstorp;Söderbärke;W;SRA:LR:Söderbärke;mtl 699;;JEB;;;
1648;1700;;Kemppainen;Johan;;Kiempe;Pullingtorp;Rämmen;S;SRA:LR:Färnebo;til 700;;JEB;;;
1649;1702;;Kemppainen;Margareta;Johansdotter;Campar;Bjurbäcken;Mangskog;S;VA:Brunskog KB;db 702;;JM;;;
1650;1703;;Kemppainen;Johan;;Kämpe;Pullingtorp;Rämmen;S;ULA:Äppelbo TL;domb 703;;JEB;;;
1651;1703;;Kemppainen;Johan;;Kämpar;Bjurbäcken;Mangskog;S;VA:Brunskog KB;fb 703;;JM;;;
1652;1703;1709;Kemppainen;Jakob;;Kiämpan;Dalkarlsjöhyttan;Nordmark;S;SRA:LR:Färnebo;mtl 703,704,705,707,709;;MF;;;
1653;1703;1709;Kemppainen;Mats;;Kiempe;Vålberget;Gustav Adolf;S;SRA:LR:N Råda;mtl 703; ;JM/NP;;;
1654;1705;;Kemppainen;Johan;Bertilsson;Kiämpe;Pullingtorp;Färnebo;S;ULA:Äppelbo TL;domb 705;;JEB;;;
1655;1706; ;Kemppainen;Johan;;Kiämpe;Pullingtorp;Rämmen;S;VA:Färnebo HR;domb 706;;LOH;;;
1656;1706;;Kemppainen;Mats;;Kiämpan;Vålberget;Gustav Adolf;S;VA:Älvdal HR;domb v706;;JEB;;;
1657;1706;;Kemppainen;Mats; ;Kiämpan;Vålberget;Gustav Adolf;S;VA:Färnebo HR;domb 706;;LOH;;;
1658;1708;;Kemppainen;Mats;;Kiempe;Vålberget;Gustav Adolf;S;SRA:LR:N Råda;mtl 708;B;JEB;;;
1659;1709; ;Kemppainen;Mats;;Kämpen;Vålberget;Gustav Adolf;S;VA:Älvdal HR;domb h709;;JEB;;;
1660;1710;;Kemppainen;Johan;;Kämpan;Pullingtorp;Rämmen;S;VA:Älvdal HR;domb h710;;JEB;;;
1661;1711;;Kemppainen;Erik;Bertilsson;Kämpe;Kringsberg;S Finnskoga;S;VA:Älvdal HR;domb h711;;JEB;;;
1662;1713;;Kemppainen;Johan;;Kiämpan;Linnerhöjden;Gåsborn;S;VA:Gåsborn KB;db 713;;JEB;;;
1663;1716;;Kemppainen;Erik;;Kiämpan;Ulvsjötorp;Gräsmark;S;VA:Gräsmark KB;fb 716,db 716;;JEB,JM;;;
1664;1716;;Kemppainen;Johan;;Kämpan;Ulvsjön;Gräsmark;S;VA:Gräsmark KB;db 716; ;JM; ;;
1665;1730;1738;Kemppainen;Olof;;Kiämpe;Vålberget;Gustav Adolf;S;SRA:LR:N Råda;mtl 730,732-738;;JM;;;
1666;1731;;Kemppainen;Olof;;Kiempe;Vålberget;Gustav Adolf;S;SRA:LR:N Råda;mtl 731; ;JM;;;
1667;1745;;Kemppainen;Göran;;Kiämpan;Omsjön;Rämmen;S;VA:Färnebo HR;domb 745;;MF;;;
1668;1748;;Kemppainen;Per;Johansson;Kämpan;Pullingtorp;Rämmen;S;VA:Färnebo HR;domb 748;;MF;;;
1669;1749;;Kemppainen;Per;Johansson;Kjämpan;Pullingtorp;Rämmen;S;VA:Färnebo HR;domb 749;;MF;;;
1670;1817;;Kemppainen;;;Kemppainen;Grilsåsen;Ljusnarsberg;T;SKS;Gottlundiana;Gtl1:324,374;;;;
1671;1600-t;;Kemppainen;;;Kemppainen;Hamra;Los (Hamra);X;SKS;Gottlundiana;Gtl1:167;; ;;
1672;1700-t;;Kemppainen;Erik;Persson;Kemppainen;Hamra;Los (Hamra);X;FRA:SHS;Gottlund VII:9:9;Gtl3:56;;;;
1673;1658;1678;Keppainen/Kippari;Johan;;Käpper;Tväråna;Östmark;S;SRA:LR:Fryksände;til 658;;JEB;;;
1674;1663;;Keppainen/Kippari;Johan;;Käpper;Tväråna;Östmark;S;VA:Fryksdal HR;domb v663; ;JEB; ;;
1675;1663;;Keppainen/Kippari;Johan;Simonsson;Keppare;Brattberg;Ljusnarsberg;T;SRA:BK;Odelstj.bjb 663;FFoN 91:2;;;;
1676;1666;;Keppainen/Kippari;Johan;;Kippare; ;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 666;;JEB;;;
1677;1669;;Keppainen/Kippari;Johan;;Köper;;;S;VA:Fryksdal HR;domb h669; ;JEB;;;
1678;1669;;Keppainen/Kippari;Johan;;Keppare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 669;;JEB;;;
1679;1670;1697;Keppainen/Kippari;Mats;;Kijpare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;sak 670;FFoN 91:2;;;;
1680;1673;;Keppainen/Kippari;Johan;Simonsson;Keppar;Brattberg;Ljusnarsberg;T;ULA:BMÄ:N Kopp;dagsverksl 673;;LOH; ;;
1681;1673;;Keppainen/Kippari;Johan;Simonsson;Keppare;Nya Kopparberg;Ljusnarsberg;T;ULA:BMÄ:N Kopp;dagsverksl 673;;MF; ;;
1682;1674;;Keppainen/Kippari;Johan;Simonsson;Keppar;;Ljusnarsberg;T;ULA:BMÄ:N Kopp;dagsverksl 674-80;;LOH;;;
1683;1674;;Keppainen/Kippari;Johan;Simonsson;Keppare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 674;;JEB; ;;
1684;1674;;Keppainen/Kippari;Johan;Simonsson;Kippare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 674;;JEB; ;;
1685;1676;1698;Keppainen/Kippari;Pål;;Kiäppare;Smedberg;Ljusnarsberg;T;SRA:SHR:Ljusnarsb;domb 676 ren;;JEB;; ;
1686;1678;;Keppainen/Kippari;Johan;;Kieppare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 678;;JEB;;;
1687;1680;;Keppainen/Kippari;Mats;;Kieppare;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;vb 680,db 681;;LOH;;;
1688;1680;1695;Keppainen/Kippari;Erik;Johansson;Keppar; ;Ljusnarsberg;T;ULA:BMÄ:N Kopp;dagsverksl 680;;LOH; ;;
1689;1681;;Keppainen/Kippari;Mats;;Kiäppars;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;db 681;;LOH;;;
1690;1681;;Keppainen/Kippari;Mats;Johansson;Kieppare;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;vb 681;;LOH;;;
1691;1681;;Keppainen/Kippari;Mats;Johansson;Kieppare; ;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 681-686;;JEB;;;
1692;1682;;Keppainen/Kippari;Pål;;Kieppare;Smedberg;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;lagml 682;;JEB;;;
1693;1685;;Keppainen/Kippari;Erik;Johansson;Kiäpper;;Ljusnarsberg;T;SRA:Ljusnarsberg HR;domb 685;;LOH;;;
1694;1685;1698;Keppainen/Kippari;Johan;;Kiäppare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;lagml 685,til 691;;JEB;;;
1695;1687;;Keppainen/Kippari;Mats;;Käppare;S .....hyttan;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;ro 687;;JEB;;;
1696;1687; ;Keppainen/Kippari;Erik;;Käppare;Brattberg;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;ro 687;;JEB;;;
1697;1687;;Keppainen/Kippari;Erik;Johansson;Käpper;;Ljusnarsberg;T;ULA:Ljusnarsberg KB;db 687;;LOH;;;
1698;1687;;Keppainen/Kippari;Johan;;Käppare;Brattberg;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;ro 687;;JEB;;;
1699;1688;;Keppainen/Kippari;Erik;Johansson;Kieppare; ;Ljusnarsberg;T;ULA:Ljusnarsberg KB;kyrä 688;;JEB;;;
1700;1690;;Keppainen/Kippari;Mats;;Käpper;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 690;;JEB;;;
1701;1690;;Keppainen/Kippari;Erik;;Käppare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 690;;JEB;;;
1702;1690;;Keppainen/Kippari;Johan;;Käppare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 690;;JEB;;;
1703;1690;;Keppainen/Kippari;Johan;;Käppare;Brattberg;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;lagml 690;;JEB;;;
1704;1691;;Keppainen/Kippari;Mats;;Kiäppare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 691;;JEB;;;
1705;1691;;Keppainen/Kippari;Erik;;Kiäppare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 691;;JEB;;;
1706;1692;;Keppainen/Kippari;Mats;;Kiäppare;Silverhyttan;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 692,695;;JEB;;;
1707;1692;;Keppainen/Kippari;Erik;;Kiäppare;Brattberg;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 692,693,695;;JEB;;;
1708;1692;;Keppainen/Kippari;Johan;Johansson;Kiäppare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;sak 692;;JEB;;;
1709;1693;;Keppainen/Kippari;Mats;;Kiäppäre;Silverhyttan;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 693;;JEB;;;
1710;1693;;Keppainen/Kippari;Johan;;Kiäppare;Kumlan;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 693,lagml 696;;JEB;;;
1711;1695;;Keppainen/Kippari;Johan;;Kiäppare;Brattberg;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 695;;JEB;;;
1712;1696;;Keppainen/Kippari;Mats;;Kiäppare;S Hörken;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;lagml 696;;JEB;;;
1713;1697;;Keppainen/Kippari;Mats;;Kiäppare;N Hörken;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;til 697;;JEB;;;
1714;1697;;Keppainen/Kippari;Johan;;Kiäppare;;Ljusnarsberg;T;SRA:LR:Ljusnarsberg;sak 697;;JEB;;;
1715;1698;;Keppainen/Kippari;Johan ;Johansson;Kiäpper;Brattberg;Ljusnarsberg;T;ULA:Ljusnarsberg KB;db 698;;LOH; ;;
1716;1761;;Keppainen/Kippari;Erik;;Käppr;Långerudsskogen;Östmark;S;VA:Fryksände KB;fb 761;;NP;;;
1717;1773;;Keppainen/Kippari;Johan;;Keppas;;Östmark;S;VA:Fryksände KB;sock 775;B;JEB;;;
1718;1821;;Keppainen/Kippari;Per;Johansson;Keppainen;Gletjärn;Östmark;S;VA:Östmark KB;hfl 821-27;;JM,NP;;;
1719;1821;;Keppainen/Kippari;;;Keppainen;Gletjärn;Östmark;S;FRA:SHS;Gottlund VII:9:8;Gtl4:104;;;;
